id,modularity_class
797809580445028353,1
96259462,1
2391345684,1
724050768106500096,1
780159670585593856,1
51846420,0
1047497299,1
326986654,0
3064931987,0
2316941846,0
83957063,0
2709636520,3
194591543,0
788055459169177601,3
408917512,2
82066520,2
22460413,3
2523369569,0
1007288292,2
200959708,2
3688970849,3
255988147,3
43356553,1
1063569758,2
352580673,2
461803364,3
3201162010,3
51073819,0
780655483002630144,0
2195634502,0
1721534628,3
63082578,2
3262844619,0
3104917149,3
19653756,1
297608951,2
618587448,3
39208807,3
224105222,2
766044309518946304,0
759146049760100352,0
2911382373,3
242397622,3
25367443,3
730407917350854656,1
743737355262033920,3
2258247484,3
808535611,2
165071899,2
2859241221,0
48670786,0
302174491,0
1104128448,0
802313874301030400,0
741575693646102528,3
325389183,2
287067120,0
585843479,3
3063952985,0
1590920106,3
56722688,0
801486062207934465,0
712405808789757953,3
242171965,3
884311340,0
4219886278,0
95670177,3
283592330,3
701164616093712387,0
3385908647,0
2955544497,0
317927128,2
22248695,2
920798731,0
2859034936,2
776635543614582784,0
96601448,0
2745415802,2
80715538,2
704506110665990144,0
410622988,2
500012385,2
768254947167047680,2
3300685022,3
3407135421,0
329277011,2
111310609,2
742826933075877889,0
3191320373,0
787002854338854917,0
242157832,3
521754789,0
2415685429,0
80965639,0
93020729,0
219075966,0
739907462,0
805117810343079936,0
2573023238,0
747942001342091265,0
2945460816,0
757364653014016000,0
1347471457,0
583162248,0
1896595753,0
793937395066486784,0
773798108,0
792683640627003393,2
67548991,0
308328105,2
29464369,2
785645287498928128,2
4090001897,2
14479164,2
278124864,2
3086863414,3
3387188439,0
1057363958,0
516664834,2
104572917,4
15748239,4
328484372,3
4041329212,3
708036244681281537,1
762654585660051456,0
18727629,0
31288110,0
2493287096,1
479604138,0
1302283879,0
41104604,0
592185078,1
99019387,0
245943898,0
19855764,0
790071588729204736,0
797176328,0
68451121,5
87973711,5
18067164,1
409116367,4
341568813,0
1228600868,0
3377478999,0
842151288,0
1549759548,0
30920319,0
317838653,0
992148966,0
724706594,0
108986439,0
2327434344,0
36783236,0
329954688,0
60526973,0
120100776,0
156254256,0
927896378,0
218993498,0
461957191,0
75392146,0
755547494369660928,0
3718042757,0
365819232,0
1668265830,0
4861278086,0
3403356761,0
3346680387,0
62240352,0
695916265832062976,0
713026548014694400,0
698558387408207872,0
98206010,0
1255475023,0
4169033472,0
701846710381891584,0
445861289,0
17731966,0
746280547,0
349632099,0
8366982,0
746298368461275136,0
733803430007955456,0
28948878,0
861445200,0
2957347960,0
61863751,0
274667122,0
786374824948105216,0
755817136703082500,0
1971211453,6
1977169441,6
723261255570608128,0
155900566,0
17753712,0
580975146,0
145856687,0
1974981223,6
618839438,6
1975395252,6
3037298239,6
98764683,0
1977061699,6
1977910574,6
1978022473,6
3052032968,6
1970627820,6
1969634864,6
1969368720,6
1969420729,6
1974188150,6
1974125191,6
1969769202,6
1969712454,6
1975455086,6
1977828739,6
1977140114,6
1975427846,6
1974868602,6
1973545422,6
1900286719,6
1974830538,6
4547154629,6
200925880,7
312217465,7
3043507956,6
157946397,7
294825539,1
108146158,0
2319339266,0
4654741997,3
2506040580,1
776879232106594305,3
796145502,1
