id,source,target,weight
3135,222566126,792803253406822400,0.1
3136,246151786,318023873,0.25
3137,179912146,390208861,0.142857
3138,2204132642,2459835385,0.142857
3139,142602124,2871029992,0.2
3140,2788398650,771906755236401152,0.066667
3141,736905000593575936,756830758132649984,0.5
3142,1011339350,13957012,0.25
3143,118165489,703700133742034946,0.5
3144,318023873,713063391900729344,0.111111
3145,1555034425,4496549793,0.0625
3146,3404728337,824450408,0.166667
3147,287260619,329166379,1
3148,22803981,937019478,0.2
3149,3222937730,45838753,0.1
3150,747143836837814276,797794080180895744,0.166667
3151,802155761279311872,900259286,0.5
3152,2415710580,249885589,0.1
3153,1032058076,217554486,0.5
3154,2292314736,712976695,0.25
3155,17511258,291846447,0.125
3156,190878483,705814755869470720,0.066667
3157,24393879,4721574708,0.2
3158,2240033851,4834537559,0.2
3159,228463271,3400547517,1
3160,66212407,715135364600606720,0.333333
3161,40278588,790575106124898304,0.076923
3162,18290737,333235689,0.25
3163,3389604502,459561926,0.5
3164,715681775717060608,771483365937676291,0.2
3165,105841462,2864142413,0.333333
3166,3235220435,85386747,0.5
3167,745319037677211652,88104782,0.5
3168,15755071,16561729,0.25
3169,115110145,745319037677211652,0.5
3170,122448174,1413793885,0.166667
3171,1658846071,4350985586,0.333333
3172,756830758132649984,803772858560352256,0.090909
3173,228463271,2494139340,0.333333
3174,3404728337,66212407,0.166667
3175,3300307786,9002382,0.166667
3176,2349351162,9002382,0.333333
3177,1011339350,738509183952113664,0.2
3178,2641856689,746236470684311552,0.076923
3179,24393879,627865229,0.142857
3180,152191413,17720161,0.25
3181,4830951183,798272956401119237,1
3182,2730391538,4842807674,0.333333
3183,117060803,2343872651,1
3184,3305171909,791406684807827456,0.5
3185,241583780,384005220,0.25
3186,2864142413,937019478,0.166667
3187,2446943442,802962751865884672,0.2
3188,287260619,4704039667,0.5
3189,142602124,780646765829562369,0.058824
3190,265245636,4562200215,1
3191,140566783,1859935914,0.333333
3192,2204132642,2315874241,0.166667
3193,419081441,61176427,0.1
3194,1367543593,4350985586,0.333333
3195,3081581745,4831284916,0.25
3196,26071765,771539199329652736,0.142857
3197,2534559344,2848705919,0.142857
3198,2973660171,4874528374,0.166667
3199,1471100606,763703020198690816,0.25
3200,4352293774,576427870,0.2
3201,2641856689,900259286,0.5
3202,546239230,892794858,0.25
3203,2792672981,93327360,0.333333
3204,1145664181,117060803,1
3205,1555034425,2211027127,0.083333
3206,17927511,3404728337,0.125
3207,2712335673,775136513751326721,0.142857
3208,471330976,788748702483611648,0.1
3209,715135364600606720,900259286,0.5
3210,483415153,802950771788681216,0.2
3211,117804245,15755071,0.5
3212,433360123,788748702483611648,0.2
3213,1837417136,3843064953,0.066667
3214,2831617950,2853872685,0.166667
3215,797794080180895744,798875398431973376,0.25
3216,353389910,780646765829562369,0.0625
3217,21091983,73699803,0.5
3218,4496549793,798272956401119237,0.111111
3219,766033496917864448,981763526,0.052632
3220,2278717689,318023873,0.5
3221,746236470684311552,780646765829562369,0.083333
3222,449600949,748061061300035584,0.142857
3223,2230135597,2800236995,0.333333
3224,1180622503,4888653922,0.285714
3225,34705680,3798312976,0.2
3226,2539037971,2560206498,0.076923
3227,18707435,257134732,0.076923
3228,113018311,781442824583741440,0.2
3229,16548855,25377285,0.142857
3230,241583780,3413198241,0.5
3231,322879013,527949804,0.083333
3232,153283018,3050068869,0.2
3233,2461112153,42138102,0.2
3234,3075632478,802155761279311872,0.166667
3235,2393275579,775541978691997696,0.090909
3236,153283018,763703020198690816,0.142857
3237,431089161,746236470684311552,0.083333
3238,19505072,790779761521856514,0.25
3239,3260163199,779870855836729344,0.076923
3240,17720161,3389604502,0.5
3241,1107329186,1737574513,1
3242,4425296357,802155761279311872,1
3243,2883583489,2892484043,0.2
3244,3344005587,712976695,0.333333
3245,2428776326,302631559,0.333333
3246,2730391538,484198340,1
3247,249885589,904349491,0.142857
3248,119161370,4250521660,0.25
3249,2278717689,712976695,0.5
3250,1589798510,1859935914,0.5
3251,2788001111,794792561533538304,0.25
3252,164833055,719939067136385024,1
3253,31360081,4776169636,0.166667
3254,483415153,95220220,0.5
3255,1265666203,19669334,0.142857
3256,43748620,792803253406822400,0.066667
3257,217554486,2921463862,0.5
3258,1658846071,88718119,0.666667
3259,2788398650,95220220,0.2
3260,4289485636,766033496917864448,0.052632
3261,1291100928,448250130,0.333333
3262,2892484043,298452157,0.2
3263,280243372,803772858560352256,0.1
3264,2892368815,4874528374,1
3265,1374528007,500843514,0.2
3266,2428776326,904349491,0.25
3267,3305171909,40227122,0.25
3268,1327639712,4619070748,0.1
3269,122448174,304517257,0.166667
3270,137165451,2856154741,0.2
3271,2892484043,345236851,0.25
3272,241640955,295851843,0.5
3273,2557331785,4830951183,0.333333
3274,115110145,1308083862,1
3275,4776169636,798875398431973376,0.166667
3276,87481029,88893451,1
3277,2892368815,4419316115,1
3278,3400547517,618055731,0.083333
3279,2882182229,754230919633010688,0.333333
3280,4289485636,991855608,0.5
3281,1465205899,798875398431973376,0.5
3282,1173756973,54077506,1
3283,1049978412,1289813305,0.166667
3284,2992942526,66393,1
3285,3798312976,767862828,0.2
3286,1932657667,758491329894748160,0.333333
3287,115777637,995443722,1
3288,1180622503,3302596910,0.111111
3289,18018468,4541933713,0.2
3290,749727821208117252,754048701400776704,0.125
3291,1101448555,1737574513,1
3292,1837417136,3260163199,0.076923
3293,2488878284,780646765829562369,0.066667
3294,3394005099,463422854,0.5
3295,2972747969,4776169636,0.2
3296,3344005587,802962751865884672,0.5
3297,3221526880,3270562015,0.25
3298,471330976,66856037,0.090909
3299,17511258,2203408382,0.166667
3300,1032058076,303076383,0.5
3301,4352293774,786985567,0.2
3302,3075632478,800495996828422144,0.1
3303,4521330855,756830758132649984,0.2
3304,185834011,3340908196,0.25
3305,780252826299666432,949728103,0.5
3306,19845776,2882182229,0.333333
3307,200090056,2315874241,0.25
3308,65632975,775498945330028544,0.142857
3309,792134143920386048,795594061084246016,0.2
3310,21253935,801240798683664384,0.111111
3311,18707435,780646765829562369,0.071429
3312,2278717689,3221526880,0.5
3313,2411128484,519553325,0.333333
3314,11886822,253677176,0.142857
3315,1854497286,4562200215,0.009434
3316,1011339350,775446236908310528,0.045455
3317,24393879,456874126,0.2
3318,287260619,66393,1
3319,2534559344,4264113897,0.166667
3320,19358428,800495996828422144,0.125
3321,62211890,713063391900729344,0.125
3322,115110145,3389604502,1
3323,4350985586,800517089211469824,0.333333
3324,13957012,352280876,0.5
3325,257134732,4250521660,0.071429
3326,1180622503,15502903,0.714286
3327,2712335673,715135364600606720,0.142857
3328,102397536,723251650174017536,0.090909
3329,436846029,803779755350827008,0.333333
3330,3344005587,433360123,0.333333
3331,1555034425,4677007640,0.111111
3332,3400547517,4419316115,1
3333,1480266476,456874126,0.2
3334,1055484026,68741628,0.2
3335,798272956401119237,93327360,1
3336,2415710580,749744611,0.2
3337,2446943442,77509795,0.142857
3338,3340908196,3404728337,0.125
3339,253677176,3050068869,0.2
3340,26235861,40227122,0.2
3341,27741488,2867485894,0.076923
3342,3254856364,546239230,0.5
3343,352280876,771906755236401152,0.076923
3344,217554486,4888653922,1
3345,42138102,801240798683664384,0.090909
3346,1367543593,4521330855,0.166667
3347,29049770,40227122,0.2
3348,632873556,734711686033182720,0.2
3349,500843514,787044470613282816,0.166667
3350,303999844,3302596910,0.333333
3351,3710528536,745649909378990080,0.25
3352,618055731,780646765829562369,0.181818
3353,2459835385,2863716447,0.1
3354,781442824583741440,790575106124898304,0.090909
3355,632873556,703700133742034946,0.2
3356,134552828,618055731,0.066667
3357,3213596445,720875149,0.2
3358,134552828,315787899,0.2
3359,2327565992,3380406579,0.066667
3360,2343872651,4874528374,1
3361,62211890,779870855836729344,0.125
3362,19769739,2393275579,0.5
3363,763703020198690816,767862828,0.2
3364,21091983,66393,0.5
3365,248387799,292236047,0.333333
3366,1480266476,728221452927827969,0.090909
3367,436846029,4571814261,0.333333
3368,185622716,705814755869470720,0.333333
3369,153283018,3300307786,0.25
3370,36200895,575925999,0.0625
3371,3513831436,68741628,0.333333
3372,2393275579,770309357875716096,1
3373,1367543593,88718119,0.25
3374,1849286274,313775431,0.333333
3375,1145664181,303709614,1
3376,25677623,794786220005957632,0.2
3377,2831617950,790779761521856514,0.5
3378,2165136621,47080825,0.5
3379,19358428,83578612,0.125
3380,3394005099,4899231777,0.25
3381,152191413,746236470684311552,0.071429
3382,1849286274,786985567,0.666667
3383,2788001111,751034069824176128,0.25
3384,1263752238,1327639712,0.1
3385,13957012,29049770,0.5
3386,1849286274,771539199329652736,0.166667
3387,4496549793,900259286,0.111111
3388,25677623,2863716447,0.111111
3389,17927511,269921869,0.2
3390,42307792,909562165,0.2
3391,322879013,3249313867,0.333333
3392,13957012,95220220,0.5
3393,19769739,3394005099,0.5
3394,426464556,724398031,0.111111
3395,246151786,792803253406822400,0.090909
3396,235954026,88104782,0.5
3397,2856154741,775136513751326721,0.5
3398,1160808384,237064482,0.5
3399,798190900744568833,799067897876254720,0.285714
3400,43748620,799067897876254720,0.090909
3401,24784028,3254856364,0.5
3402,302226644,785317194695577605,0.125
3403,2856154741,4531076896,0.2
3404,424083365,455199792,0.5
3405,3376927462,738509183952113664,0.333333
3406,44959884,4559222536,0.1
3407,1055484026,736750781093707776,0.25
3408,1854497286,805905864,0.009434
3409,20338242,775446236908310528,0.05
3410,22071268,564852155,0.25
3411,118165489,280243372,0.083333
3412,2393275579,2902080735,0.333333
3413,259383450,2641856689,0.333333
3414,134552828,372562995,0.125
3415,2800236995,2824903451,0.333333
3416,1291100928,3249313867,0.333333
3417,280243372,4721574708,0.076923
3418,1964701855,4319786381,0.25
3419,594937448,930084780,0.5
3420,426464556,54077506,0.25
3421,200090056,794786220005957632,0.166667
3422,483415153,746236470684311552,0.083333
3423,745319037677211652,798875398431973376,0.333333
3424,1327639712,316123855,0.125
3425,13957012,253677176,0.2
3426,19141355,604589648,0.333333
3427,152191413,4531076896,0.333333
3428,23954327,456874126,0.2
3429,61176427,771539199329652736,0.181818
3430,155223088,2972875817,0.5
3431,3798312976,937019478,0.142857
3432,792803253406822400,91696116,0.1
3433,19141355,737760101193256961,0.333333
3434,179130402,3081581745,0.5
3435,1374528007,904863313,0.333333
3436,15755071,4269534859,0.166667
3437,20181975,2858541770,0.2
3438,27238516,74265783,1
3439,384005220,774686030406365184,0.090909
3440,103435491,26071765,0.333333
3441,18290737,451819108,0.125
3442,1338726187,477191708,0.333333
3443,268963141,419081441,0.2
3444,18707435,4842807674,0.333333
3445,1235761177,4250521660,0.333333
3446,152191413,771539199329652736,0.142857
3447,19358428,33178426,0.25
3448,519553325,793424481704345604,0.25
3449,222566126,3798312976,0.25
3450,2777610968,747143836837814276,0.2
3451,164833055,746736462050267136,0.5
3452,24393879,42307792,0.25
3453,2863716447,738509183952113664,0.111111
3454,4531076896,766033496917864448,0.095238
3455,1589798510,3249313867,0.5
3456,207046341,2696578399,1
3457,824450408,83578612,0.142857
3458,3798312976,4571814261,0.25
3459,2853872685,42307792,0.2
3460,217554486,237994971,0.5
3461,303999844,74265783,1
3462,426464556,4834537559,0.5
3463,291846447,4704039667,0.166667
3464,3825968584,87481029,0.5
3465,4842807674,766735508865032192,0.052632
3466,31360081,719939067136385024,0.5
3467,119161370,2461112153,0.25
3468,2788398650,618055731,0.066667
3469,1849286274,775446236908310528,0.05
3470,302226644,869818514,0.166667
3471,757689964482142208,939190178,0.25
3472,85386747,869818514,0.333333
3473,4097161,715135364600606720,0.333333
3474,1263752238,15502903,0.333333
3475,19845776,2539037971,0.25
3476,2496377724,448250130,0.142857
3477,171205760,73699803,0.333333
3478,775446236908310528,939190178,0.052632
3479,3050068869,93327360,1
3480,3413198241,4834537559,0.333333
3481,19669334,3183768157,0.125
3482,292236047,745319037677211652,0.333333
3483,3404611078,4319786381,0.25
3484,119161370,1859935914,0.25
3485,1011339350,4521330855,0.142857
3486,29049770,54077506,0.5
3487,137165451,2459835385,0.142857
3488,19358428,25377285,0.2
3489,303999844,448250130,0.5
3490,2343872651,723762751596822528,0.021277
3491,1887375954,222566126,0.333333
3492,36200895,764111195527847936,0.166667
3493,2691309440,397467224,0.333333
3494,2831617950,28838168,0.333333
3495,2867485894,66212407,0.083333
3496,3300307786,4097161,0.166667
3497,448250130,618055731,0.076923
3498,338317842,780646765829562369,0.066667
3499,456874126,459561926,0.333333
3500,514982892,715135364600606720,0.5
3501,88104782,937019478,0.2
3502,11886822,43748620,0.111111
3503,746236470684311552,9002382,0.076923
3504,1389790676,723251650174017536,0.083333
3505,26235861,824450408,0.333333
3506,2248582168,766735508865032192,0.058824
3507,4496549793,824450408,0.1
3508,2712335673,95220220,0.142857
3509,1263752238,3254856364,0.333333
3510,153283018,190878483,0.125
3511,1849286274,904349491,0.333333
3512,66212407,88104782,0.5
3513,1255387315,271883403,0.333333
3514,318023873,708458185494040576,0.333333
3515,2837527839,3249313867,0.333333
3516,2365368334,4264113897,0.25
3517,2393275579,3389604502,1
3518,2848705919,930084780,0.2
3519,766735508865032192,796782916491612160,0.05
3520,140566783,31122582,0.333333
3521,802155761279311872,873782834,0.166667
3522,245573252,3116178603,0.5
3523,1032058076,892794858,0.333333
3524,118165489,2882182229,0.5
3525,3411044242,34705680,0.25
3526,604589648,766735508865032192,0.058824
3527,19505072,771539199329652736,0.125
3528,21091983,909562165,0.166667
3529,2792672981,59098490,0.125
3530,30632043,734711686033182720,0.25
3531,40625668,770309357875716096,1
3532,1669932314,804245634417102848,0.166667
3533,1849286274,3394005099,0.5
3534,205897486,937019478,0.142857
3535,1011339350,500843514,0.333333
3536,2240033851,2278717689,0.25
3537,372562995,85080476,0.166667
3538,269921869,770309357875716096,0.5
3539,303709614,746736462050267136,0.5
3540,1367543593,1555034425,0.1
3541,767862828,784415888548265984,0.166667
3542,280243372,471330976,0.055556
3543,268963141,45838753,0.2
3544,23954327,24393879,0.142857
3545,3513831436,780509014769733633,0.5
3546,2743082981,785317194695577605,0.142857
3547,2902080735,33178426,0.25
3548,19845776,257134732,0.071429
3549,19141355,4776169636,0.333333
3550,104154637,237064482,1
3551,1886957647,812863092,0.125
3552,1180622503,1374528007,0.125
3553,11886822,137165451,0.142857
3554,2972747969,794612125704523776,1
3555,1014042056,61176427,0.071429
3556,1558645760,576427870,0.25
3557,745649909378990080,751034069824176128,0.2
3558,451819108,66212407,0.142857
3559,703700133742034946,799067897876254720,0.166667
3560,1589798510,723251650174017536,0.1
3561,134552828,2853872685,0.125
3562,207046341,291846447,0.2
3563,2853872685,2892484043,0.125
3564,1407958339,788748702483611648,0.25
3565,3411044242,824450408,0.333333
3566,3222937730,723251650174017536,0.058824
3567,1658846071,167034819,0.333333
3568,2749640440,541328418,0.25
3569,2730391538,751034069824176128,0.25
3570,241583780,632873556,0.25
3571,25677623,4350985586,0.5
3572,4319786381,804740200870055936,0.333333
3573,1291100928,801240798683664384,0.111111
3574,4899231777,775541978691997696,0.071429
3575,4097161,713063391900729344,0.111111
3576,315787899,527949804,0.083333
3577,19669334,712976695,0.166667
3578,3213596445,546239230,0.2
3579,2459835385,26071765,0.2
3580,734711686033182720,803015757873483776,0.2
3581,2837527839,2882182229,0.333333
3582,134552828,17309168,0.25
3583,302226644,390208861,0.111111
3584,353389910,483415153,0.333333
3585,3404611078,594937448,0.333333
3586,3344005587,62211890,0.5
3587,115110145,2777610968,0.5
3588,16561729,798190900744568833,0.166667
3589,246151786,4521330855,0.166667
3590,19505072,291846447,0.125
3591,227490287,441364324,0.2
3592,17511258,792134143920386048,0.142857
3593,2902080735,384005220,0.166667
3594,117804245,17927511,0.25
3595,2712335673,745649909378990080,0.142857
3596,303999844,874859443,0.5
3597,1148894288,869818514,0.333333
3598,265245636,748061061300035584,0.25
3599,107036446,24784028,0.142857
3600,390208861,719939067136385024,0.166667
3601,792803253406822400,797794080180895744,0.090909
3602,3093907031,937019478,0.166667
3603,318023873,804740200870055936,0.5
3604,103435491,322879013,0.5
3605,103435491,2349351162,0.5
3606,179130402,794792561533538304,0.2
3607,241583780,2853872685,0.2
3608,2871029992,345236851,0.5
3609,4250521660,604589648,0.5
3610,576427870,937019478,0.142857
3611,292236047,4531076896,0.166667
3612,1308083862,2204132642,0.2
3613,103435491,4571814261,0.5
3614,4831284916,770309357875716096,0.25
3615,22071268,245385426,0.5
3616,42624414,4865253027,0.166667
3617,61176427,95220220,0.111111
3618,235954026,795594061084246016,0.333333
3619,303076383,62074058,0.333333
3620,3116178603,723251650174017536,0.1
3621,426464556,59098490,0.111111
3622,3644832255,779870855836729344,0.090909
3623,102635510,315787899,0.333333
3624,103435491,198238726,0.142857
3625,1173756973,4097161,0.5
3626,1658846071,322879013,0.25
3627,2204132642,2856154741,0.2
3628,1173756973,2997250788,0.25
3629,16548855,900259286,0.2
3630,75331878,781442824583741440,0.166667
3631,2327565992,527949804,0.043478
3632,2749640440,28615971,1
3633,3093907031,774686030406365184,0.111111
3634,459561926,775498945330028544,0.166667
3635,775541978691997696,800495996828422144,0.0625
3636,1327639712,3344005587,0.111111
3637,24784028,527949804,0.083333
3638,1964701855,75331878,0.25
3639,19505072,23954327,0.142857
3640,108573123,207046341,0.5
3641,19141355,333235689,0.25
3642,235954026,763703020198690816,0.25
3643,17927511,751034069824176128,0.142857
3644,287260619,449600949,0.2
3645,2393275579,749727821208117252,1
3646,30632043,774686030406365184,0.1
3647,393654944,613796565,0.166667
3648,19505072,3300307786,0.125
3649,31122582,618055731,0.166667
3650,738509183952113664,930084780,0.5
3651,115110145,737760101193256961,1
3652,179130402,4531076896,0.166667
3653,604589648,800495996828422144,0.166667
3654,4269534859,4830951183,0.2
3655,17309168,780646765829562369,0.071429
3656,1471100606,66393,0.5
3657,27238516,4097161,0.5
3658,4030552332,4776169636,0.166667
3659,2730391538,369611457,1
3660,632873556,754230919633010688,0.2
3661,1849286274,433360123,0.333333
3662,121172530,2282325169,0.4
3663,122025735,3254856364,0.5
3664,393684881,736750781093707776,0.333333
3665,2230135597,441214858,0.166667
3666,794612125704523776,804740200870055936,1
3667,117060803,309004477,1
3668,163001527,372562995,0.4
3669,2204132642,45838753,0.142857
3670,66393,796408798932041728,1
3671,1407958339,564852155,0.333333
3672,2248582168,3093907031,0.5
3673,117060803,257134732,0.076923
3674,2315874241,2882182229,0.333333
3675,122448174,325053871,0.166667
3676,200090056,2837527839,0.25
3677,26235861,3305171909,0.5
3678,26686224,333565814,1
3679,1011339350,909562165,0.125
3680,280243372,774686030406365184,0.052632
3681,372562995,610955831,0.125
3682,302631559,3222937730,0.125
3683,1658846071,241583780,0.333333
3684,2230135597,3404728337,0.142857
3685,3300307786,456874126,0.166667
3686,2777610968,93327360,0.5
3687,250704226,302226644,0.285714
3688,3404728337,788748702483611648,0.125
3689,1215948218,1265666203,0.333333
3690,1180622503,19141355,0.25
3691,772591272993361920,780646765829562369,0.066667
3692,4425296357,770309357875716096,0.5
3693,564852155,742664931217178624,0.333333
3694,2992942526,448250130,0.5
3695,1324655137,780252826299666432,1
3696,1471100606,751034069824176128,0.5
3697,2864142413,77509795,0.25
3698,4830951183,790575106124898304,0.125
3699,2230135597,795594061084246016,0.25
3700,103435491,18290737,0.333333
3701,241583780,43748620,0.142857
3702,345236851,47080825,0.5
3703,2712335673,800517089211469824,0.285714
3704,237977063,764111195527847936,0.2
3705,351231296,4776169636,0.166667
3706,2853872685,794786220005957632,0.125
3707,270921976,280243372,0.071429
3708,205897486,4521330855,0.166667
3709,19141355,4350985586,0.333333
3710,769208504,803772858560352256,0.086957
3711,1558645760,2992942526,0.5
3712,4677007640,792134143920386048,0.2
3713,302226644,514982892,0.25
3714,295851843,779254002294878208,0.333333
3715,221963057,3413198241,0.333333
3716,2204132642,812863092,0.2
3717,227490287,933182024,0.166667
3718,1854497286,909562165,0.009174
3719,167034819,794612125704523776,1
3720,17511258,797794080180895744,0.166667
3721,21081053,754817647,1
3722,1011339350,4269534859,0.125
3723,1558645760,803772858560352256,0.2
